Estação;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;
Vila Prudente¹;46;56;62;61;60;60;55;62;63;65
Oratório;5;6;7;7;6;7;7;7;7;7
São Lucas;4;5;5;5;5;5;5;5;5;5
Camilo Haddad;3;3;4;4;4;4;3;4;4;4
Vila Tolstói;4;5;5;5;5;5;5;5;6;5
Vila União;5;6;6;6;6;6;5;6;6;6
Jardim Planalto;4;4;5;5;5;5;4;5;5;5
Sapopemba;7;9;9;9;9;9;8;9;9;9
Fazenda da Juta;3;4;5;5;5;4;4;5;5;5
São Mateus;14;16;16;17;17;17;16;17;17;17
Jardim Colonial;7;9;9;10;10;10;10;11;11;11
